Groups,Paths,OID,Name,Unit,Tips,AccessMode,DataType,ByteSize,Ratio,Range,Options
"Settings,Band Configuration,Radio Module 3
Carrier Config,Module3 Configuration,Module3 Configuration","Settings.BandConfiguration.RadioModule3
CarrierConfig.Module3Configuration.Module3Configuration",T02.P0D69,Radio Module 3 UL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 3
Carrier Config,Module3 Configuration,Module3 Configuration","Settings.BandConfiguration.RadioModule3
CarrierConfig.Module3Configuration.Module3Configuration",T02.P0D68,Radio Module 3 UL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 3
Carrier Config,Module3 Configuration,Module3 Configuration","Settings.BandConfiguration.RadioModule3
CarrierConfig.Module3Configuration.Module3Configuration",T02.P0D67,Radio Module 3 DL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 3
Carrier Config,Module3 Configuration,Module3 Configuration","Settings.BandConfiguration.RadioModule3
CarrierConfig.Module3Configuration.Module3Configuration",T02.P0D66,Radio Module 3 DL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 3",Settings.BandConfiguration.RadioModule3,T02.P04A2,Radio Module 3 RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Band Configuration,Radio Module 3",Settings.BandConfiguration.RadioModule3,T02.P04D6,Radio Module 3 UL Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Band Configuration,Radio Module 3",Settings.BandConfiguration.RadioModule3,T02.P04D7,Radio Module 3 DL Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Band Configuration,Radio Module 4
Carrier Config,Module4 Configuration,Module4 Configuration","Settings.BandConfiguration.RadioModule4
CarrierConfig.Module4Configuration.Module4Configuration",T02.P0D89,Radio Module 4 UL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4
Carrier Config,Module4 Configuration,Module4 Configuration","Settings.BandConfiguration.RadioModule4
CarrierConfig.Module4Configuration.Module4Configuration",T02.P0D88,Radio Module 4 UL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4
Carrier Config,Module4 Configuration,Module4 Configuration","Settings.BandConfiguration.RadioModule4
CarrierConfig.Module4Configuration.Module4Configuration",T02.P0D87,Radio Module 4 DL Frequency Start,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4
Carrier Config,Module4 Configuration,Module4 Configuration","Settings.BandConfiguration.RadioModule4
CarrierConfig.Module4Configuration.Module4Configuration",T02.P0D86,Radio Module 4 DL Frequency End,MHz,,ro,uint32,4,1000,,
"Settings,Band Configuration,Radio Module 4",Settings.BandConfiguration.RadioModule4,T02.P04A3,Radio Module 4 RF Signal Active,,,rw,binary,1,,,00=Off;01=On
"Settings,Band Configuration,Radio Module 4",Settings.BandConfiguration.RadioModule4,T02.P04D8,Radio Module 4 UL Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Band Configuration,Radio Module 4",Settings.BandConfiguration.RadioModule4,T02.P04D9,Radio Module 4 DL Attenuation,dB,,rw,uint8,1,2,0 ~ 30,
"Settings,Band Configuration,Module Mapping (with Access Unit Radio Module)",Settings.BandConfiguration.ModuleMapping(withAccessUnitRadioModule),T02.P0969,Radio Module 1 Module Mapping Frequency (UL/DL),,,ro,string,27,,,
"Settings,Band Configuration,Module Mapping (with Access Unit Radio Module)",Settings.BandConfiguration.ModuleMapping(withAccessUnitRadioModule),T02.P0979,Radio Module 1 Module Mapping,,,ro,string,30,,,
"Settings,Band Configuration,Module Mapping (with Access Unit Radio Module)",Settings.BandConfiguration.ModuleMapping(withAccessUnitRadioModule),T02.P096B,Radio Module 2 Module Mapping Frequency (UL/DL),,,ro,string,27,,,
"Settings,Band Configuration,Module Mapping (with Access Unit Radio Module)",Settings.BandConfiguration.ModuleMapping(withAccessUnitRadioModule),T02.P097A,Radio Module 2 Module Mapping,,,ro,string,30,,,
"Settings,Band Configuration,Module Mapping (with Access Unit Radio Module)",Settings.BandConfiguration.ModuleMapping(withAccessUnitRadioModule),T02.P096D,Radio Module 3 Module Mapping Frequency (UL/DL),,,ro,string,27,,,
"Settings,Band Configuration,Module Mapping (with Access Unit Radio Module)",Settings.BandConfiguration.ModuleMapping(withAccessUnitRadioModule),T02.P097B,Radio Module 3 Module Mapping,,,ro,string,30,,,
"Settings,Band Configuration,Module Mapping (with Access Unit Radio Module)",Settings.BandConfiguration.ModuleMapping(withAccessUnitRadioModule),T02.P096F,Radio Module 4 Module Mapping Frequency (UL/DL),,,ro,string,27,,,
"Settings,Band Configuration,Module Mapping (with Access Unit Radio Module)",Settings.BandConfiguration.ModuleMapping(withAccessUnitRadioModule),T02.P097C,Radio Module 4 Module Mapping,,,ro,string,30,,,
"Settings,Radio Signal Information,Radio Module 1",Settings.RadioSignalInformation.RadioModule1,T02.P0A31,Radio Module 1 UL Input Power,dBm,,ro,int16,2,10,-750 ~ -300,
"Settings,Radio Signal Information,Radio Module 1",Settings.RadioSignalInformation.RadioModule1,T02.P0538,Radio Module 1 DL Output Power,dBm,,ro,int16,2,10,240 ~ 480,
"Settings,Radio Signal Information,Radio Module 1",Settings.RadioSignalInformation.RadioModule1,T02.P0514,Radio Module 1 VSWR,,,ro,int16,2,10,0 ~ 30,
"Settings,Radio Signal Information,Radio Module 2",Settings.RadioSignalInformation.RadioModule2,T02.P0A33,Radio Module 2 UL Input Power,dBm,,ro,int16,2,10,-750 ~ -300,
"Settings,Radio Signal Information,Radio Module 2",Settings.RadioSignalInformation.RadioModule2,T02.P0539,Radio Module 2 DL Output Power,dBm,,ro,int16,2,10,240 ~ 480,
"Settings,Radio Signal Information,Radio Module 2",Settings.RadioSignalInformation.RadioModule2,T02.P051A,Radio Module 2 VSWR,,,ro,int16,2,10,0 ~ 30,
"Settings,Radio Signal Information,Radio Module 3",Settings.RadioSignalInformation.RadioModule3,T02.P0A35,Radio Module 3 UL Input Power,dBm,,ro,int16,2,10,-750 ~ -300,
"Settings,Radio Signal Information,Radio Module 3",Settings.RadioSignalInformation.RadioModule3,T02.P053A,Radio Module 3 DL Output Power,dBm,,ro,int16,2,10,240 ~ 480,
"Settings,Radio Signal Information,Radio Module 3",Settings.RadioSignalInformation.RadioModule3,T02.P0515,Radio Module 3 VSWR,,,ro,int16,2,10,0 ~ 30,
"Settings,Radio Signal Information,Radio Module 4",Settings.RadioSignalInformation.RadioModule4,T02.P0A37,Radio Module 4 UL Input Power,dBm,,ro,int16,2,10,-750 ~ -300,
"Settings,Radio Signal Information,Radio Module 4",Settings.RadioSignalInformation.RadioModule4,T02.P053B,Radio Module 4 DL Output Power,dBm,,ro,int16,2,10,240 ~ 480,
"Settings,Radio Signal Information,Radio Module 4",Settings.RadioSignalInformation.RadioModule4,T02.P051B,Radio Module 4 VSWR,,,ro,int16,2,10,0 ~ 30,
"Settings,Radio Signal Information,Uplink Baseband Power",Settings.RadioSignalInformation.UplinkBasebandPower,T02.P0A30,Radio Module 1 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Uplink Baseband Power",Settings.RadioSignalInformation.UplinkBasebandPower,T02.P0A32,Radio Module 2 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Uplink Baseband Power",Settings.RadioSignalInformation.UplinkBasebandPower,T02.P0A34,Radio Module 3 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Uplink Baseband Power",Settings.RadioSignalInformation.UplinkBasebandPower,T02.P0A36,Radio Module 4 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Downlink Baseband Power",Settings.RadioSignalInformation.DownlinkBasebandPower,T02.P0A38,Radio Module 1 DL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Downlink Baseband Power",Settings.RadioSignalInformation.DownlinkBasebandPower,T02.P0A39,Radio Module 2 DL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Downlink Baseband Power",Settings.RadioSignalInformation.DownlinkBasebandPower,T02.P0A3A,Radio Module 3 DL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Downlink Baseband Power",Settings.RadioSignalInformation.DownlinkBasebandPower,T02.P0A3B,Radio Module 4 DL Baseband Output Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Polymeric Uplink Baseband Power",,T02.P054E,Polymeric 1 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Radio Signal Information,Polymeric Uplink Baseband Power",,T02.P054F,Polymeric 2 UL Baseband Input Power,dBm,,ro,int16,2,10,,
"Settings,Optical Module Information,Optical Module Serial Number And Vendor Name",Settings.OpticalModuleInformation.OpticalModuleSerialNumberAndVendorName,T02.P0A9E,OPS Transceiver Serial Number,,,ro,string,16,,,
"Settings,Optical Module Information,Optical Module Serial Number And Vendor Name",Settings.OpticalModuleInformation.OpticalModuleSerialNumberAndVendorName,T02.P0A01,OPS Transceiver Vendor Name,,,ro,string,16,,,
"Settings,Optical Module Information,Optical Module Serial Number And Vendor Name",Settings.OpticalModuleInformation.OpticalModuleSerialNumberAndVendorName,T02.P0A9F,OPM Transceiver Serial Number,,,ro,string,16,,,
"Settings,Optical Module Information,Optical Module Serial Number And Vendor Name",Settings.OpticalModuleInformation.OpticalModuleSerialNumberAndVendorName,T02.P0A04,OPM Transceiver Vendor Name,,,ro,string,16,,,
"Settings,Optical Module Information,Optical Module Tx Power And Rx Power",Settings.OpticalModuleInformation.OpticalModuleTxPowerAndRxPower,T02.P0A02,OPS Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,Optical Module Information,Optical Module Tx Power And Rx Power",Settings.OpticalModuleInformation.OpticalModuleTxPowerAndRxPower,T02.P0A03,OPS Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,Optical Module Information,Optical Module Tx Power And Rx Power",Settings.OpticalModuleInformation.OpticalModuleTxPowerAndRxPower,T02.P0A05,OPM Transceiver Tx Power,dBm,,ro,int16,2,100,,
"Settings,Optical Module Information,Optical Module Tx Power And Rx Power",Settings.OpticalModuleInformation.OpticalModuleTxPowerAndRxPower,T02.P0A06,OPM Transceiver Rx Power,dBm,,ro,int16,2,100,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B75,SMS mode query,,,rw,string,20,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B90,SMS status query,,,rw,binary,1,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B19,Firmware Upgrade the DAS host software,,,rw,binary,1,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B20,Firmware Upgrade CRC verification,,,rw,uint16,2,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B17,Delete the sub from the device,,,rw,binary,1,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0AED,RFID query,,,rw,binary,7,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B31,Login identity,,,rw,uint8,1,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B32,Query ID,,,ro,uint8,1,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B33,User name,,,rw,string,12,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B34,Login status,,,rw,uint8,1,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B35,Login rights,,,ro,uint8,1,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B36,Device Category,,,ro,uint8,1,,,
"Settings,Engineering CMD1,Engineering CMD1",Settings.EngineeringCMD1.EngineeringCMD1,TB4.P0B11,Device Name,,,ro,string,40,,,
"Settings,Engineering CMD2,Engineering CMD3",Settings.EngineeringCMD2.EngineeringCMD3,T02.P0AEC,Sub Information,,,rw,binary,40,,,
"Settings,Engineering CMD2,Engineering CMD3",Settings.EngineeringCMD2.EngineeringCMD3,T02.P0BE0,OP IP address,,,rw,ipv4,4,,,
"Carrier Config,Module1 Configuration,Carrier1 Configuration",CarrierConfig.Module1Configuration.Carrier1Configuration,T02.P0430,Radio Module 1 Carrier 1 UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier1 Configuration",CarrierConfig.Module1Configuration.Carrier1Configuration,T02.P0431,Radio Module 1 Carrier 1 DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier1 Configuration",CarrierConfig.Module1Configuration.Carrier1Configuration,T02.P0434,Radio Module 1 Carrier 1 Digital Signal Bandwidth Select,MHz,,rw,uint8,1,,,0=custom;100=100MHz;10=10MHz;15=15MHz;20=20MHz;25=25MHz;30=30MHz;40=40MHz;50=50MHz;5=5MHz;60=60MHz;70=70MHz;80=80MHz;90=90MHz
"Carrier Config,Module1 Configuration,Carrier1 Configuration",CarrierConfig.Module1Configuration.Carrier1Configuration,T02.P0432,Radio Module 1 Carrier 1 Digital Signal Bandwidth Custom,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier1 Configuration",CarrierConfig.Module1Configuration.Carrier1Configuration,T02.P00FE,Radio Module 1 Carrier 1 Carrier Signal Switch,,,rw,uint8,1,,,0=Off;1=On
"Carrier Config,Module1 Configuration,Carrier1 Configuration",CarrierConfig.Module1Configuration.Carrier1Configuration,T02.P0435,Radio Module 1 Carrier 1 Carrier UL Attenuation,dB,,rw,int16,2,10,0 ~ 150,
"Carrier Config,Module1 Configuration,Carrier1 Configuration",CarrierConfig.Module1Configuration.Carrier1Configuration,T02.P0436,Radio Module 1 Carrier 1 Carrier DL Attenuation,dB,,rw,int16,2,10,0 ~ 150,
"Carrier Config,Module1 Configuration,Carrier1 Configuration",CarrierConfig.Module1Configuration.Carrier1Configuration,T02.P0500,Radio Module 1 Carrier 1 Carrier UL Power,dBm,,ro,int16,2,10,,
"Carrier Config,Module1 Configuration,Carrier1 Configuration",CarrierConfig.Module1Configuration.Carrier1Configuration,T02.P0502,Radio Module 1 Carrier 1 Carrier DL Power,dBm,,ro,int16,2,10,,
"Carrier Config,Module1 Configuration,Carrier2 Configuration",CarrierConfig.Module1Configuration.Carrier2Configuration,T02.P0438,Radio Module 1 Carrier 2 UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier2 Configuration",CarrierConfig.Module1Configuration.Carrier2Configuration,T02.P0439,Radio Module 1 Carrier 2 DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier2 Configuration",CarrierConfig.Module1Configuration.Carrier2Configuration,T02.P043C,Radio Module 1 Carrier 2 Digital Signal Bandwidth Select,MHz,,rw,uint8,1,,,0=custom;100=100MHz;10=10MHz;15=15MHz;20=20MHz;25=25MHz;30=30MHz;40=40MHz;50=50MHz;5=5MHz;60=60MHz;70=70MHz;80=80MHz;90=90MHz
"Carrier Config,Module1 Configuration,Carrier2 Configuration",CarrierConfig.Module1Configuration.Carrier2Configuration,T02.P043A,Radio Module 1 Carrier 2 Digital Signal Bandwidth Custom,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier2 Configuration",CarrierConfig.Module1Configuration.Carrier2Configuration,T02.P00FF,Radio Module 1 Carrier 2 Carrier Signal Switch,,,rw,uint8,1,,,0=Off;1=On
"Carrier Config,Module1 Configuration,Carrier2 Configuration",CarrierConfig.Module1Configuration.Carrier2Configuration,T02.P043D,Radio Module 1 Carrier 2 Carrier UL Attenuation,dB,,rw,int16,2,10,0 ~ 150,
"Carrier Config,Module1 Configuration,Carrier2 Configuration",CarrierConfig.Module1Configuration.Carrier2Configuration,T02.P043E,Radio Module 1 Carrier 2 Carrier DL Attenuation,dB,,rw,int16,2,10,0 ~ 150,
"Carrier Config,Module1 Configuration,Carrier2 Configuration",CarrierConfig.Module1Configuration.Carrier2Configuration,T02.P0505,Radio Module 1 Carrier 2 Carrier UL Power,dBm,,ro,int16,2,10,,
"Carrier Config,Module1 Configuration,Carrier2 Configuration",CarrierConfig.Module1Configuration.Carrier2Configuration,T02.P0506,Radio Module 1 Carrier 2 Carrier DL Power,dBm,,ro,int16,2,10,,
"Carrier Config,Module1 Configuration,Carrier3 Configuration",CarrierConfig.Module1Configuration.Carrier3Configuration,T02.P042E,Radio Module 1 Carrier 3 UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier3 Configuration",CarrierConfig.Module1Configuration.Carrier3Configuration,T02.P042F,Radio Module 1 Carrier 3 DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier3 Configuration",CarrierConfig.Module1Configuration.Carrier3Configuration,T02.P0444,Radio Module 1 Carrier 3 Digital Signal Bandwidth Select,MHz,,rw,uint8,1,,,0=custom;100=100MHz;10=10MHz;15=15MHz;20=20MHz;25=25MHz;30=30MHz;40=40MHz;50=50MHz;5=5MHz;60=60MHz;70=70MHz;80=80MHz;90=90MHz
"Carrier Config,Module1 Configuration,Carrier3 Configuration",CarrierConfig.Module1Configuration.Carrier3Configuration,T02.P0442,Radio Module 1 Carrier 3 Digital Signal Bandwidth Custom,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier3 Configuration",CarrierConfig.Module1Configuration.Carrier3Configuration,T02.P01B0,Radio Module 1 Carrier 3 Carrier Signal Switch,,,rw,uint8,1,,,0=Off;1=On
"Carrier Config,Module1 Configuration,Carrier3 Configuration",CarrierConfig.Module1Configuration.Carrier3Configuration,T02.P0445,Radio Module 1 Carrier 3 Carrier UL Attenuation,dB,,rw,int16,2,10,0 ~ 150,
"Carrier Config,Module1 Configuration,Carrier3 Configuration",CarrierConfig.Module1Configuration.Carrier3Configuration,T02.P0446,Radio Module 1 Carrier 3 Carrier DL Attenuation,dB,,rw,int16,2,10,0 ~ 150,
"Carrier Config,Module1 Configuration,Carrier3 Configuration",CarrierConfig.Module1Configuration.Carrier3Configuration,T02.P0509,Radio Module 1 Carrier 3 Carrier UL Power,dBm,,ro,int16,2,10,,
"Carrier Config,Module1 Configuration,Carrier3 Configuration",CarrierConfig.Module1Configuration.Carrier3Configuration,T02.P050A,Radio Module 1 Carrier 3 Carrier DL Power,dBm,,ro,int16,2,10,,
"Carrier Config,Module1 Configuration,Carrier4 Configuration",CarrierConfig.Module1Configuration.Carrier4Configuration,T02.P0448,Radio Module 1 Carrier 4 UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier4 Configuration",CarrierConfig.Module1Configuration.Carrier4Configuration,T02.P0449,Radio Module 1 Carrier 4 DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier4 Configuration",CarrierConfig.Module1Configuration.Carrier4Configuration,T02.P044C,Radio Module 1 Carrier 4 Digital Signal Bandwidth Select,MHz,,rw,uint8,1,,,0=custom;100=100MHz;10=10MHz;15=15MHz;20=20MHz;25=25MHz;30=30MHz;40=40MHz;50=50MHz;5=5MHz;60=60MHz;70=70MHz;80=80MHz;90=90MHz
"Carrier Config,Module1 Configuration,Carrier4 Configuration",CarrierConfig.Module1Configuration.Carrier4Configuration,T02.P044A,Radio Module 1 Carrier 4 Digital Signal Bandwidth Custom,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module1 Configuration,Carrier4 Configuration",CarrierConfig.Module1Configuration.Carrier4Configuration,T02.P01B2,Radio Module 1 Carrier 4 Carrier Signal Switch,,,rw,uint8,1,,,0=Off;1=On
"Carrier Config,Module1 Configuration,Carrier4 Configuration",CarrierConfig.Module1Configuration.Carrier4Configuration,T02.P044D,Radio Module 1 Carrier 4 Carrier UL Attenuation,dB,,rw,int16,2,10,0 ~ 150,
"Carrier Config,Module1 Configuration,Carrier4 Configuration",CarrierConfig.Module1Configuration.Carrier4Configuration,T02.P044E,Radio Module 1 Carrier 4 Carrier DL Attenuation,dB,,rw,int16,2,10,0 ~ 150,
"Carrier Config,Module1 Configuration,Carrier4 Configuration",CarrierConfig.Module1Configuration.Carrier4Configuration,T02.P050B,Radio Module 1 Carrier 4 Carrier UL Power,dBm,,ro,int16,2,10,,
"Carrier Config,Module1 Configuration,Carrier4 Configuration",CarrierConfig.Module1Configuration.Carrier4Configuration,T02.P050C,Radio Module 1 Carrier 4 Carrier DL Power,dBm,,ro,int16,2,10,,
"Carrier Config,Module2 Configuration,Carrier1 Configuration",CarrierConfig.Module2Configuration.Carrier1Configuration,T02.P045A,Radio Module 2 Carrier 1 UL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module2 Configuration,Carrier1 Configuration",CarrierConfig.Module2Configuration.Carrier1Configuration,T02.P045B,Radio Module 2 Carrier 1 DL Centre Frequency,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module2 Configuration,Carrier1 Configuration",CarrierConfig.Module2Configuration.Carrier1Configuration,T02.P0464,Radio Module 2 Carrier 1 Digital Signal Bandwidth Select,MHz,,rw,uint8,1,,,0=custom;100=100MHz;10=10MHz;15=15MHz;20=20MHz;25=25MHz;30=30MHz;40=40MHz;50=50MHz;5=5MHz;60=60MHz;70=70MHz;80=80MHz;90=90MHz
"Carrier Config,Module2 Configuration,Carrier1 Configuration",CarrierConfig.Module2Configuration.Carrier1Configuration,T02.P0460,Radio Module 2 Carrier 1 Digital Signal Bandwidth Custom,MHz,,ro,uint32,4,1000,,
"Carrier Config,Module2 Configuration,Carrier1 Configuration",CarrierConfig.Module2Configuration.Carrier1Configuration,T02.P01B3,Radio Module 2 Carrier 1 Carrier Signal Switch,,,rw,uint8,1,,,0=Off;1=On
"Carrier Config,Module2 Configuration,Carrier1 Configuration",CarrierConfig.Module2Configuration.Carrier1Configuration,T02.P0465,Radio Module 2 Carrier 1 Carrier UL Attenuation,dB,,rw,int16,2,10,0 ~ 150,
